average,date,highest,lowest,order_count,volume,type_id
58006666.67,2025-04-25,58040000.0,57990000.0,3,3,87459
46630000.0,2025-04-26,62700000.0,38595000.0,3,3,87459
54718333.33,2025-04-27,62785000.0,38620000.0,6,6,87459
51940000.0,2025-04-28,62850000.0,30120000.0,3,3,87459
64086000.0,2025-04-29,65000000.0,62965000.0,5,5,87459
64000000.0,2025-04-30,64000000.0,64000000.0,1,1,87459
61650000.0,2025-05-01,64980000.0,45000000.0,2,6,87459
30343333.33,2025-05-02,30350000.0,30340000.0,2,3,87459
33211428.57,2025-05-03,50320000.0,30360000.0,4,7,87459
38620000.0,2025-05-04,38620000.0,38620000.0,1,1,87459
47506666.67,2025-05-06,50335000.0,38640000.0,9,9,87459
55990000.0,2025-05-07,55990000.0,55990000.0,1,1,87459
39093333.33,2025-05-08,55960000.0,30655000.0,8,9,87459
49615000.0,2025-05-09,55900000.0,30700000.0,4,4,87459
51695000.0,2025-05-11,55880000.0,39130000.0,4,4,87459
47491666.67,2025-05-12,55800000.0,39170000.0,6,6,87459
43368333.33,2025-05-13,55970000.0,30690000.0,6,6,87459
39430000.0,2025-05-14,57000000.0,30645000.0,3,3,87459
62663333.33,2025-05-15,64995000.0,58000000.0,3,3,87459
54398000.0,2025-05-16,69000000.0,30045000.0,5,5,87459
52015000.0,2025-05-17,73985000.0,30045000.0,4,4,87459
30040000.0,2025-05-18,30040000.0,30040000.0,2,2,87459
73970000.0,2025-05-19,73970000.0,73970000.0,1,1,87459
31746666.67,2025-05-21,35000000.0,30120000.0,3,3,87459
69860000.0,2025-05-22,69860000.0,69860000.0,1,1,87459
69903333.33,2025-05-23,70000000.0,69855000.0,3,3,87459
51565000.0,2025-05-24,73000000.0,30130000.0,2,2,87459
69970000.0,2025-05-25,69985000.0,69960000.0,4,4,87459
65628000.0,2025-05-26,74490000.0,30180000.0,5,5,87459
74990000.0,2025-05-27,74990000.0,74990000.0,1,1,87459
52645000.0,2025-05-28,75000000.0,30290000.0,2,2,87459
79990000.0,2025-05-29,79990000.0,79990000.0,1,1,87459
79990000.0,2025-05-30,79990000.0,79990000.0,1,1,87459
80000000.0,2025-05-31,80000000.0,80000000.0,1,1,87459
48226666.67,2025-06-01,84000000.0,30340000.0,3,3,87459
84900000.0,2025-06-02,84900000.0,84900000.0,1,1,87459
59998333.33,2025-06-03,60000000.0,59990000.0,5,6,87459
60000000.0,2025-06-04,60000000.0,60000000.0,1,1,87459
30320000.0,2025-06-05,30320000.0,30320000.0,1,1,87459
30310000.0,2025-06-06,30310000.0,30310000.0,1,1,87459
42312500.0,2025-06-07,54315000.0,30310000.0,4,4,87459
50095555.56,2025-06-08,59995000.0,30300000.0,8,9,87459
50000000.0,2025-06-09,50000000.0,50000000.0,1,1,87459
54965000.0,2025-06-10,59930000.0,50000000.0,2,2,87459
55396000.0,2025-06-12,59000000.0,40000000.0,5,5,87459
40256666.67,2025-06-13,59990000.0,30390000.0,3,3,87459
50182500.0,2025-06-14,69995000.0,30370000.0,3,4,87459
55170000.0,2025-06-15,79990000.0,30350000.0,2,2,87459
78990000.0,2025-06-16,78990000.0,78990000.0,1,1,87459
54710000.0,2025-06-17,79000000.0,30420000.0,2,2,87459
79000000.0,2025-06-18,79000000.0,79000000.0,1,1,87459
55255000.0,2025-06-19,79980000.0,30530000.0,2,2,87459
79995000.0,2025-06-22,80000000.0,79990000.0,2,2,87459
33695454.55,2025-03-14,50035000.0,27000000.0,22,22,87460
17762737.5,2025-03-15,26070000.0,3878000.0,48,48,87460
8098625.0,2025-03-16,11015000.0,3909500.0,40,40,87460
6347714.29,2025-03-17,9999500.0,3919000.0,35,35,87460
4469162.16,2025-03-18,8300000.0,4003000.0,33,37,87460
4904352.94,2025-03-19,8944000.0,3927000.0,33,34,87460
4217710.53,2025-03-20,4252000.0,3943500.0,36,38,87460
4192771.93,2025-03-21,4500000.0,3952000.0,53,57,87460
4341413.79,2025-03-22,4500000.0,3951000.0,29,29,87460
4248240.0,2025-03-23,4500000.0,3951000.0,19,25,87460
8067619.05,2025-03-24,10400000.0,4701000.0,38,42,87460
4748200.0,2025-03-25,4800000.0,4704000.0,13,15,87460
5909909.09,2025-03-26,9000000.0,4800000.0,11,11,87460
5986636.36,2025-03-27,9992000.0,4703000.0,11,11,87460
6089684.21,2025-03-28,9816000.0,3916000.0,13,19,87460
5279727.27,2025-03-29,6500000.0,3915000.0,7,11,87460
5462500.0,2025-03-30,7387500.0,4500000.0,6,6,87460
4593727.27,2025-03-31,5000000.0,4500000.0,9,11,87460
4697714.29,2025-04-01,5799000.0,4511000.0,7,7,87460
4716500.0,2025-04-02,5699000.0,4520000.0,6,6,87460
5730800.0,2025-04-03,6745000.0,5107000.0,10,10,87460
1217020.0,2025-04-04,4000000.0,521350.0,5,5,87460
7531905.56,2025-04-05,7780000.0,7000000.0,13,18,87460
2302200.0,2025-04-06,2501000.0,2004000.0,5,5,87460
2552500.0,2025-04-08,2553000.0,2552000.0,2,2,87460
5513875.0,2025-04-09,7000000.0,2554000.0,8,8,87460
6996571.43,2025-04-10,6999000.0,6994500.0,7,7,87460
6499500.0,2025-04-11,7998000.0,5001000.0,2,2,87460
6494750.0,2025-04-12,7989500.0,5000000.0,7,8,87460
4000000.0,2025-04-13,4000000.0,4000000.0,4,5,87460
3350000.0,2025-04-14,4000000.0,2700000.0,2,2,87460
2710500.0,2025-04-15,2711000.0,2710000.0,2,2,87460
4472500.0,2025-04-16,7990500.0,2713500.0,6,6,87460
3613000.0,2025-04-17,7900000.0,3001000.0,5,8,87460
5308533.33,2025-04-18,6850000.0,3100000.0,11,15,87460
3100500.0,2025-04-19,3101000.0,3100000.0,3,4,87460
4200750.0,2025-04-20,7500000.0,3101000.0,4,4,87460
3102000.0,2025-04-22,3102000.0,3102000.0,1,1,87460
3103000.0,2025-04-23,3103000.0,3103000.0,1,1,87460
5034666.67,2025-04-24,6000000.0,3104000.0,2,3,87460
7815500.0,2025-04-25,7816000.0,7815000.0,2,2,87460
4569666.67,2025-04-26,7500000.0,3104500.0,3,3,87460
3983400.0,2025-04-27,7500000.0,3104500.0,4,5,87460
5239000.0,2025-04-28,7400000.0,3078000.0,2,2,87460
7290000.0,2025-04-30,7290000.0,7290000.0,1,1,87460
6125000.0,2025-05-01,7300000.0,4950000.0,2,2,87460
3103000.0,2025-05-02,3103000.0,3103000.0,1,1,87460
4711000.0,2025-05-03,6104000.0,3103000.0,7,11,87460
7445000.0,2025-05-04,7445000.0,7445000.0,1,1,87460
3102000.0,2025-05-05,3102000.0,3102000.0,1,5,87460
6634000.0,2025-05-06,7444000.0,3102000.0,5,6,87460
3102000.0,2025-05-07,3102000.0,3102000.0,1,2,87460
4549666.67,2025-05-08,7445000.0,3102000.0,3,3,87460
5324000.0,2025-05-09,7448000.0,3200000.0,2,2,87460
7796000.0,2025-05-10,7796000.0,7796000.0,1,1,87460
3200000.0,2025-05-11,3200000.0,3200000.0,1,2,87460
4349000.0,2025-05-12,7796000.0,3200000.0,3,4,87460
3200000.0,2025-05-13,3200000.0,3200000.0,4,4,87460
3101000.0,2025-05-14,3101000.0,3101000.0,1,7,87460
7790000.0,2025-05-15,7790000.0,7790000.0,1,1,87460
8005071.43,2025-05-16,9814000.0,7879000.0,11,14,87460
5300500.0,2025-05-17,7500000.0,3101000.0,2,2,87460
3101000.0,2025-05-18,3101000.0,3101000.0,3,3,87460
3200000.0,2025-05-20,3200000.0,3200000.0,1,1,87460
7667333.33,2025-05-21,9950500.0,3101000.0,3,3,87460
3101000.0,2025-05-23,3101000.0,3101000.0,1,1,87460
3101000.0,2025-05-25,3101000.0,3101000.0,1,1,87460
7600500.0,2025-05-26,12100000.0,3101000.0,2,2,87460
3101000.0,2025-05-28,3101000.0,3101000.0,1,1,87460
3101000.0,2025-06-01,3101000.0,3101000.0,2,3,87460
9988000.0,2025-06-02,9988000.0,9988000.0,1,1,87460
2906000.0,2025-06-03,3101000.0,2711000.0,2,2,87460
2711000.0,2025-06-04,2711000.0,2711000.0,1,1,87460
9000000.0,2025-06-05,9000000.0,9000000.0,1,1,87460
2711000.0,2025-06-06,2711000.0,2711000.0,1,1,87460
3353333.33,2025-06-07,9000000.0,530000.0,2,3,87460
3353333.33,2025-06-08,9000000.0,530000.0,3,3,87460
2687333.33,2025-06-13,7000000.0,531000.0,2,3,87460
531000.0,2025-06-14,531000.0,531000.0,1,2,87460
542100.0,2025-06-17,542100.0,542100.0,1,1,87460
7898500.0,2025-06-18,7899000.0,7898000.0,2,2,87460
5492000.0,2025-06-19,7950000.0,576000.0,3,3,87460
8666000.0,2025-06-21,8998000.0,8500000.0,2,3,87460
8944000.0,2025-06-22,9000000.0,8888000.0,2,2,87460
576000.0,2025-06-23,576000.0,576000.0,1,1,87460
9000000.0,2025-06-24,9000000.0,9000000.0,2,2,87460
9000000.0,2025-06-25,9000000.0,9000000.0,3,5,87460
291700000.0,2025-03-14,350000000.0,202900000.0,7,7,87461
279427272.73,2025-03-15,474000000.0,220150000.0,11,11,87461
282457142.86,2025-03-16,465000000.0,245300000.0,7,7,87461
412500000.0,2025-03-17,430000000.0,350000000.0,4,4,87461
245411111.11,2025-03-18,250200000.0,243700000.0,9,9,87461
197288888.89,2025-03-19,240100000.0,165100000.0,9,9,87461
156800000.0,2025-03-20,200000000.0,150800000.0,10,10,87461
160900000.0,2025-03-21,197000000.0,150800000.0,10,10,87461
155200000.0,2025-03-22,180000000.0,150200000.0,6,6,87461
73510000.0,2025-03-23,75000000.0,72020000.0,2,2,87461
123336666.67,2025-03-24,145000000.0,80010000.0,3,3,87461
81683333.33,2025-03-25,82035000.0,80510000.0,6,6,87461
82003333.33,2025-03-26,82010000.0,82000000.0,3,3,87461
143333333.33,2025-03-27,175000000.0,80000000.0,3,3,87461
120000000.0,2025-03-28,120000000.0,120000000.0,1,1,87461
150070000.0,2025-03-30,190100000.0,70010000.0,3,3,87461
70055000.0,2025-03-31,70070000.0,70050000.0,4,4,87461
76560000.0,2025-04-02,76560000.0,76560000.0,1,1,87461
57210000.0,2025-04-04,57220000.0,57200000.0,2,2,87461
75000000.0,2025-04-07,75000000.0,75000000.0,2,2,87461
70070000.0,2025-04-09,70070000.0,70070000.0,1,1,87461
107315000.0,2025-04-11,144500000.0,70130000.0,2,2,87461
75040000.0,2025-04-12,75040000.0,75040000.0,1,1,87461
75110000.0,2025-04-14,75110000.0,75110000.0,1,1,87461
102575000.0,2025-04-16,103000000.0,102400000.0,3,4,87461
78205000.0,2025-04-17,102400000.0,70140000.0,4,4,87461
91796000.0,2025-04-18,178500000.0,70120000.0,5,5,87461
177700000.0,2025-04-19,177700000.0,177700000.0,1,1,87461
70180000.0,2025-04-22,70180000.0,70180000.0,1,1,87461
170800000.0,2025-04-23,170800000.0,170800000.0,1,1,87461
70270000.0,2025-04-25,70270000.0,70270000.0,1,1,87461
120440000.0,2025-04-26,170600000.0,70280000.0,2,2,87461
70280000.0,2025-04-27,70280000.0,70280000.0,1,1,87461
75135000.0,2025-05-02,80000000.0,70270000.0,2,2,87461
124500000.0,2025-05-06,125000000.0,124000000.0,2,2,87461
167700000.0,2025-05-07,167700000.0,167700000.0,1,1,87461
70240000.0,2025-05-08,70240000.0,70240000.0,1,1,87461
70230000.0,2025-05-11,70230000.0,70230000.0,1,2,87461
70210000.0,2025-05-12,70210000.0,70210000.0,1,2,87461
167900000.0,2025-05-13,167900000.0,167900000.0,1,1,87461
57860000.0,2025-05-21,57860000.0,57860000.0,1,1,87461
57860000.0,2025-05-24,57860000.0,57860000.0,1,1,87461
166633333.33,2025-05-26,167700000.0,164500000.0,3,6,87461
57860000.0,2025-05-28,57860000.0,57860000.0,1,1,87461
164900000.0,2025-05-31,164900000.0,164900000.0,1,1,87461
57900000.0,2025-06-01,57900000.0,57900000.0,1,1,87461
129900000.0,2025-06-03,129900000.0,129900000.0,1,1,87461
120000000.0,2025-06-09,120000000.0,120000000.0,1,1,87461
100000000.0,2025-06-21,100000000.0,100000000.0,1,1,87461
573044444.44,2025-03-14,1300000000.0,353300000.0,9,9,87464
494725000.0,2025-03-15,600000000.0,400000000.0,8,8,87464
494716666.67,2025-03-16,535100000.0,401100000.0,6,6,87464
633500000.0,2025-03-17,679000000.0,500000000.0,4,4,87464
330600000.0,2025-03-18,330600000.0,330600000.0,5,5,87464
374320000.0,2025-03-19,550000000.0,330450000.0,5,5,87464
333057142.86,2025-03-20,400000000.0,320450000.0,7,7,87464
329400000.0,2025-03-21,350100000.0,325300000.0,6,6,87464
281430000.0,2025-03-22,374950000.0,131100000.0,10,10,87464
142000000.0,2025-03-24,142000000.0,142000000.0,1,1,87464
145575000.0,2025-03-25,145700000.0,145200000.0,4,4,87464
187500000.0,2025-03-26,249800000.0,160100000.0,4,4,87464
183950000.0,2025-03-28,249800000.0,162000000.0,4,4,87464
161100000.0,2025-03-29,161100000.0,161100000.0,1,1,87464
239900000.0,2025-03-30,239900000.0,239900000.0,1,1,87464
154500000.0,2025-03-31,161100000.0,147900000.0,2,2,87464
126100000.0,2025-04-02,126100000.0,126100000.0,1,1,87464
130710000.0,2025-04-04,199700000.0,96215000.0,3,3,87464
199800000.0,2025-04-05,199800000.0,199800000.0,1,1,87464
138880000.0,2025-04-06,200000000.0,77760000.0,2,2,87464
78540000.0,2025-04-12,78540000.0,78540000.0,1,1,87464
78980000.0,2025-04-14,78980000.0,78980000.0,1,1,87464
79166666.67,2025-04-16,79210000.0,78940000.0,5,6,87464
78606666.67,2025-04-17,78775000.0,78270000.0,3,3,87464
61890000.0,2025-04-18,61950000.0,61770000.0,3,3,87464
62040000.0,2025-04-22,62040000.0,62040000.0,1,1,87464
62180000.0,2025-04-26,62180000.0,62180000.0,1,1,87464
91136666.67,2025-05-02,148900000.0,62255000.0,3,3,87464
145000000.0,2025-05-05,145000000.0,145000000.0,1,1,87464
149150000.0,2025-05-06,149300000.0,149000000.0,2,2,87464
122573333.33,2025-05-11,149250000.0,69220000.0,3,3,87464
109355000.0,2025-05-12,149500000.0,69210000.0,2,2,87464
233600000.0,2025-05-14,233600000.0,233600000.0,1,1,87464
70010000.0,2025-05-21,70010000.0,70010000.0,1,1,87464
70000000.0,2025-05-24,70000000.0,70000000.0,1,1,87464
70010000.0,2025-05-28,70010000.0,70010000.0,1,1,87464
199800000.0,2025-05-30,199800000.0,199800000.0,1,1,87464
70050000.0,2025-06-01,70050000.0,70050000.0,1,1,87464
199800000.0,2025-06-02,199800000.0,199800000.0,1,1,87464
169650000.0,2025-06-07,169700000.0,169600000.0,2,2,87464
170000000.0,2025-06-08,170000000.0,170000000.0,1,1,87464
167450000.0,2025-06-21,169900000.0,165000000.0,2,2,87464
13702105.33,2025-03-14,30000000.0,13550000.0,13,19,87465
7294968.42,2025-03-15,19500000.0,3793000.0,39,95,87465
6881073.17,2025-03-16,9894500.0,5001000.0,33,41,87465
7794619.57,2025-03-17,11110000.0,6638500.0,43,92,87465
7889301.59,2025-03-18,13500000.0,6778000.0,25,63,87465
8439714.29,2025-03-19,17900000.0,6830500.0,7,7,87465
11402285.71,2025-03-20,15350000.0,7117000.0,13,14,87465
6278169.81,2025-03-21,7115000.0,3614500.0,24,53,87465
8175142.86,2025-03-22,9905000.0,6010000.0,14,14,87465
7132600.0,2025-03-23,9699500.0,6010000.0,12,15,87465
4085639.34,2025-03-24,6000000.0,3228000.0,16,61,87465
4034000.0,2025-03-25,4200500.0,4000500.0,8,12,87465
4904500.0,2025-03-26,6564500.0,4200000.0,11,12,87465
3737700.0,2025-03-27,7000000.0,3109000.0,13,40,87465
4636833.33,2025-03-28,7692000.0,3109000.0,5,6,87465
1704569.23,2025-03-29,3109000.0,500900.0,6,13,87465
2214200.0,2025-03-30,6556000.0,2001000.0,12,31,87465
1551362.5,2025-03-31,2001000.0,506000.0,5,8,87465
2734028.57,2025-04-01,5889000.0,510500.0,14,21,87465
529275.0,2025-04-02,530100.0,528450.0,3,4,87465
531187.5,2025-04-03,531400.0,530750.0,5,8,87465
531437.5,2025-04-04,532050.0,531200.0,4,8,87465
9716916.67,2025-04-05,15380000.0,5952000.0,27,48,87465
4195862.07,2025-04-06,5000000.0,4103000.0,5,29,87465
4050500.0,2025-04-07,4103000.0,530500.0,108,108,87465
509300.0,2025-04-08,509300.0,509300.0,2,4,87465
3417400.0,2025-04-09,10980000.0,509800.0,11,18,87465
512686.67,2025-04-10,513000.0,512000.0,11,15,87465
2587754.17,2025-04-11,3000500.0,524000.0,7,24,87465
2594223.46,2025-04-12,6000000.0,2500000.0,11,81,87465
2530460.94,2025-04-13,3000000.0,2501000.0,10,64,87465
3012044.44,2025-04-14,7974000.0,540100.0,5,9,87465
1709084.78,2025-04-15,3000000.0,550000.0,18,46,87465
1271364.52,2025-04-16,3000000.0,551000.0,7,31,87465
659798.57,2025-04-17,2501000.0,580000.0,11,70,87465
1122514.29,2025-04-18,2540500.0,552600.0,7,7,87465
560400.0,2025-04-19,560400.0,560400.0,1,1,87465
5126512.5,2025-04-20,7866000.0,560700.0,8,8,87465
1116000.0,2025-04-21,5000000.0,561200.0,5,8,87465
560764.52,2025-04-22,560900.0,560700.0,29,31,87465
561077.78,2025-04-23,561200.0,561000.0,8,18,87465
561300.0,2025-04-24,561300.0,561300.0,3,3,87465
560000.0,2025-04-25,561100.0,530000.0,13,101,87465
530030.3,2025-04-26,530100.0,530000.0,6,66,87465
2262800.0,2025-04-27,3995500.0,530100.0,4,4,87465
415307.41,2025-04-28,530000.0,100400.0,20,27,87465
2438360.0,2025-04-29,3996000.0,100400.0,5,5,87465
2176666.67,2025-04-30,6290000.0,120000.0,3,3,87465
2177166.67,2025-05-01,6289500.0,121000.0,6,6,87465
1000057.14,2025-05-02,6290000.0,122000.0,7,7,87465
265518.89,2025-05-03,6198000.0,121000.0,23,90,87465
100800.0,2025-05-04,100800.0,100800.0,1,1,87465
174344.68,2025-05-05,3500000.0,102000.0,8,47,87465
1537267.86,2025-05-06,2000000.0,105900.0,6,28,87465
110890.91,2025-05-07,110900.0,110800.0,3,11,87465
125700.0,2025-05-08,125700.0,125700.0,1,1,87465
1807034.38,2025-05-09,3960000.0,500000.0,9,32,87465
1346226.67,2025-05-10,3000000.0,1000000.0,6,15,87465
203631.48,2025-05-12,999900.0,157000.0,11,54,87465
800000.0,2025-05-13,800000.0,800000.0,7,432,87465
367736.36,2025-05-14,945900.0,151000.0,6,11,87465
149204.26,2025-05-15,151300.0,100900.0,19,47,87465
942900.0,2025-05-16,943000.0,159000.0,22,173,87465
213893.88,2025-05-17,1497000.0,159300.0,21,49,87465
1184556.16,2025-05-18,2992000.0,159400.0,15,73,87465
243289.74,2025-05-19,3000000.0,170000.0,6,39,87465
842080.0,2025-05-20,3494000.0,179100.0,5,5,87465
298178.57,2025-05-21,3491000.0,180000.0,6,28,87465
180520.0,2025-05-22,180600.0,180199.99,2,5,87465
315792.86,2025-05-23,750000.0,180500.0,12,42,87465
170400.0,2025-05-24,189500.0,151300.0,3,4,87465
151400.0,2025-05-25,151700.0,151200.0,12,20,87465
787936.11,2025-05-26,1000000.0,151700.0,12,36,87465
605331.52,2025-05-27,1000000.0,152100.0,14,92,87465
1418384.62,2025-05-28,3389000.0,1000000.0,9,78,87465
1488780.77,2025-05-29,1981000.0,152600.0,6,78,87465
255825.0,2025-05-30,400000.0,152800.0,5,24,87465
3000000.0,2025-05-31,3000000.0,3000000.0,4,284,87465
296211.54,2025-06-01,3863000.0,153500.0,6,26,87465
154100.0,2025-06-02,154100.0,154100.0,2,2,87465
695016.67,2025-06-03,3395000.0,155100.0,6,6,87465
155310.0,2025-06-04,155400.0,155300.0,3,20,87465
693472.73,2025-06-05,1001000.0,155800.0,4,11,87465
156033.33,2025-06-07,156300.0,155900.0,3,3,87465
223251.61,2025-06-08,2195000.0,157400.0,14,31,87465
290932.14,2025-06-09,1999000.0,156300.0,11,56,87465
1798601.89,2025-06-10,1997000.0,153400.0,7,53,87465
500000.0,2025-06-11,500000.0,500000.0,4,129,87465
153343.75,2025-06-12,153400.0,153300.0,9,16,87465
1689333.33,2025-06-13,1690000.0,1689000.0,2,3,87465
503017.74,2025-06-14,687100.0,500000.0,11,62,87465
797600.0,2025-06-15,1682000.0,687050.0,5,9,87465
153700.0,2025-06-16,153700.0,153700.0,2,4,87465
213088.64,2025-06-17,1665500.0,153300.0,10,44,87465
1662500.0,2025-06-18,1663000.0,1662000.0,2,2,87465
101434.0,2025-06-19,102100.0,100900.0,7,50,87465
130673.08,2025-06-20,1649000.0,100900.0,4,52,87465
1029200.0,2025-06-21,1648000.0,101000.0,4,5,87465
114278.97,2025-06-22,1641000.0,100900.0,5,33,87465
1000.0,2025-06-23,1000.0,1000.0,3,41,87465
1002.09,2025-06-24,1003.0,1002.0,3,55,87465
1623000.0,2025-06-25,1623000.0,1623000.0,1,1,87465
380536363.64,2025-03-14,800000000.0,252200000.0,11,11,87469
153553529.41,2025-03-15,252150000.0,100500000.0,17,17,87469
145325000.0,2025-03-16,173400000.0,130550000.0,12,12,87469
124132307.69,2025-03-17,148900000.0,117000000.0,13,13,87469
113631891.89,2025-03-18,149750000.0,92260000.0,37,37,87469
101805789.47,2025-03-19,125000000.0,88330000.0,19,19,87469
76799411.76,2025-03-20,88220000.0,45100000.0,16,17,87469
46888421.05,2025-03-21,83000000.0,35330000.0,19,19,87469
44040000.0,2025-03-22,59960000.0,40000000.0,14,14,87469
45006666.67,2025-03-23,59970000.0,42010000.0,6,6,87469
46522500.0,2025-03-24,52990000.0,45000000.0,4,4,87469
45219000.0,2025-03-25,52485000.0,43500000.0,8,10,87469
46953000.0,2025-03-26,53000000.0,43500000.0,10,10,87469
71028461.54,2025-03-27,89970000.0,51770000.0,13,13,87469
128503333.33,2025-03-28,156300000.0,73060000.0,5,6,87469
44010000.0,2025-03-29,44010000.0,44010000.0,3,3,87469
75996666.67,2025-03-30,138900000.0,44545000.0,3,3,87469
69508333.33,2025-03-31,119850000.0,44340000.0,5,6,87469
99900000.0,2025-04-01,99900000.0,99900000.0,1,1,87469
45000000.0,2025-04-02,45000000.0,45000000.0,1,1,87469
44535000.0,2025-04-03,45000000.0,44070000.0,2,2,87469
71000000.0,2025-04-04,98385000.0,43615000.0,4,4,87469
98626666.67,2025-04-05,98880000.0,98500000.0,2,3,87469
98870000.0,2025-04-06,98870000.0,98870000.0,1,1,87469
50313333.33,2025-04-07,98400000.0,26270000.0,3,3,87469
44610000.0,2025-04-09,44610000.0,44610000.0,1,1,87469
90960000.0,2025-04-10,90960000.0,90960000.0,1,1,87469
45060000.0,2025-04-11,45060000.0,45060000.0,1,1,87469
46105000.0,2025-04-13,46110000.0,46100000.0,2,2,87469
68750000.0,2025-04-14,90910000.0,46590000.0,2,2,87469
61066666.67,2025-04-15,90000000.0,46600000.0,2,3,87469
48840000.0,2025-04-16,50000000.0,46520000.0,3,6,87469
63303333.33,2025-04-17,89900000.0,50005000.0,3,3,87469
50077500.0,2025-04-18,50090000.0,50050000.0,4,4,87469
79705000.0,2025-04-19,79730000.0,79680000.0,2,2,87469
50080000.0,2025-04-20,50080000.0,50080000.0,2,2,87469
79723333.33,2025-04-21,79900000.0,79620000.0,6,6,87469
50230000.0,2025-04-22,50230000.0,50230000.0,1,1,87469
78875000.0,2025-04-23,87750000.0,70000000.0,4,4,87469
50240000.0,2025-04-24,50240000.0,50240000.0,1,1,87469
50330000.0,2025-04-26,50330000.0,50330000.0,1,1,87469
68655000.0,2025-04-27,86990000.0,50320000.0,2,2,87469
86995000.0,2025-04-28,87000000.0,86990000.0,2,2,87469
50240000.0,2025-04-29,50240000.0,50240000.0,1,1,87469
65000000.0,2025-05-01,65000000.0,65000000.0,1,1,87469
50230000.0,2025-05-02,50230000.0,50230000.0,1,2,87469
67200000.0,2025-05-03,84210000.0,50190000.0,2,2,87469
84000000.0,2025-05-04,84000000.0,84000000.0,1,1,87469
84060000.0,2025-05-06,84070000.0,84050000.0,2,2,87469
61733333.33,2025-05-08,84080000.0,50560000.0,3,3,87469
50640000.0,2025-05-09,50640000.0,50640000.0,1,1,87469
50630000.0,2025-05-10,50630000.0,50630000.0,1,1,87469
67300000.0,2025-05-11,83990000.0,50610000.0,2,2,87469
50600000.0,2025-05-12,50600000.0,50600000.0,1,2,87469
50260000.0,2025-05-13,50260000.0,50260000.0,2,2,87469
50250000.0,2025-05-14,50250000.0,50250000.0,1,1,87469
50250000.0,2025-05-15,50250000.0,50250000.0,1,1,87469
81965000.0,2025-05-16,81970000.0,81960000.0,2,2,87469
81970000.0,2025-05-18,81970000.0,81970000.0,1,1,87469
50265000.0,2025-05-21,50270000.0,50260000.0,2,2,87469
63503333.33,2025-05-24,70130000.0,50250000.0,3,3,87469
81000000.0,2025-05-25,81000000.0,81000000.0,1,1,87469
64025000.0,2025-05-26,81940000.0,46110000.0,2,2,87469
46130000.0,2025-05-28,46130000.0,46130000.0,1,1,87469
81840000.0,2025-05-30,81840000.0,81840000.0,1,1,87469
64425000.0,2025-05-31,81840000.0,47010000.0,2,2,87469
64920000.0,2025-06-01,81840000.0,48000000.0,2,2,87469
48030000.0,2025-06-02,48030000.0,48030000.0,1,1,87469
